EXP HEAD,DEPT,SCHOOL,SCHOOL CODE,DESCRIPTION,YEAR,VALUE
DA4550,A70,ULLAPOOL HIGH SCHOOL,PE,CLASSROOM SUPPLIES,1718,391.4
DA4553,A70,ULLAPOOL HIGH SCHOOL,PE,PE SUPPLIES,1718,327.32
DA4550,A71,ULLAPOOL HIGH SCHOOL,PHYSICS,CLASSROOM SUPPLIES,1718,148.92
DD4001,A71,ULLAPOOL HIGH SCHOOL,PHYSICS,BOOKS TEXT BOOKS/STATIONERY,1718,33.95
DA4550,A73,ULLAPOOL HIGH SCHOOL,RELIGIOUS,CLASSROOM SUPPLIES,1718,2.19
DD4001,A73,ULLAPOOL HIGH SCHOOL,RELIGIOUS,BOOKS TEXT BOOKS/STATIONERY,1718,114.97
DA4550,A74,ULLAPOOL HIGH SCHOOL,SCIENCE S1,CLASSROOM SUPPLIES,1718,72.2
DA4555,A74,ULLAPOOL HIGH SCHOOL,SCIENCE S1,SCIENTIFIC SUPPLIES,1718,575.4
DA4552,A79,ULLAPOOL HIGH SCHOOL,TECHNICAL,WOOD/METALWORK SUPPLIES,1718,1922.36
DD4001,A79,ULLAPOOL HIGH SCHOOL,TECHNICAL,BOOKS TEXT BOOKS/STATIONERY,1718,127.64
DD4001,A83,ULLAPOOL HIGH SCHOOL,GUIDANCE,BOOKS TEXT BOOKS/STATIONERY,1718,623.25
DA4556,A84,ULLAPOOL HIGH SCHOOL,HOME EC FOOD,HOME ECONOMICS SUPPLIES,1718,998.47
AA1100,PEF,ULLAPOOL HIGH SCHOOL,PEF,TEACHERS PERMANENT BASIC PAY,1718,3032.36
AB1100,PEF,ULLAPOOL HIGH SCHOOL,PEF,NI PERMANENT TEACHERS,1718,319.95
AC1100,PEF,ULLAPOOL HIGH SCHOOL,PEF,SUPERANN PERMANENT TEACHERS,1718,521.56
AS1000,PEF,ULLAPOOL HIGH SCHOOL,PEF,APPRENTICESHIP LEVY COST,1718,15.16
CF1004,PEF,ULLAPOOL HIGH SCHOOL,PEF,TRAVEL MILEAGE NON TAXABLE,1718,163.45
KA3000,PEF,ULLAPOOL HIGH SCHOOL,PEF,GOVT GRANTS SPECIFIC GRANTS,1718,-4052.48
AA1100,A09,ULLAPOOL HIGH SCHOOL,DGM,TEACHERS PERMANENT BASIC PAY,1617,35763.0
AB1100,A09,ULLAPOOL HIGH SCHOOL,DGM,NI PERMANENT TEACHERS,1617,2682.93
AC1100,A09,ULLAPOOL HIGH SCHOOL,DGM,SUPERANN PERMANENT TEACHERS,1617,6151.2
CF1004,A09,ULLAPOOL HIGH SCHOOL,DGM,TRAVEL MILEAGE NON TAXABLE,1617,54.39
AA1001,A10,ULLAPOOL HIGH SCHOOL,EM,APT&C BASIC PAY,1617,37735.12
AA1002,A10,ULLAPOOL HIGH SCHOOL,EM,MANUAL STAFF BASIC PAY,1617,1323.75
AA1100,A10,ULLAPOOL HIGH SCHOOL,EM,TEACHERS PERMANENT BASIC PAY,1617,965590.73
AA1101,A10,ULLAPOOL HIGH SCHOOL,EM,SUPPLY COVER BASIC PAY,1617,16338.59
AA1103,A10,ULLAPOOL HIGH SCHOOL,EM,AUX STAFF EDUCATION BASIC PAY,1617,2894.16
AA1110,A10,ULLAPOOL HIGH SCHOOL,EM,LABORATORY TECH'N BASIC PAY,1617,5714.14
AA1512,A10,ULLAPOOL HIGH SCHOOL,EM,CONTRACT PAYMENTS,1617,4000.0
AB1000,A10,ULLAPOOL HIGH SCHOOL,EM,NI NONTEACHERS,1617,3156.27
AB1100,A10,ULLAPOOL HIGH SCHOOL,EM,NI PERMANENT TEACHERS,1617,101716.72
AB1101,A10,ULLAPOOL HIGH SCHOOL,EM,NI SUPPLY COVER,1617,1016.16
AC1000,A10,ULLAPOOL HIGH SCHOOL,EM,SUPERANN NON TEACHERS,1617,7884.27
AC1100,A10,ULLAPOOL HIGH SCHOOL,EM,SUPERANN PERMANENT TEACHERS,1617,162830.46
AC1101,A10,ULLAPOOL HIGH SCHOOL,EM,SUPERANN SUPPLY COVER,1617,2043.75
AH1000,A10,ULLAPOOL HIGH SCHOOL,EM,TRAINING COURSES,1617,2884.7
AH1010,A10,ULLAPOOL HIGH SCHOOL,EM,STAFF DEVELOPMENT,1617,2016.67
BA3000,A10,ULLAPOOL HIGH SCHOOL,EM,MAINT CLIENT EXTERNAL PARTIES,1617,1856.39
BB2000,A10,ULLAPOOL HIGH SCHOOL,EM,ELECTRICITY CHARGES,1617,37428.68
BB3010,A10,ULLAPOOL HIGH SCHOOL,EM,CALOR GAS,1617,1704.34
BB5000,A10,ULLAPOOL HIGH SCHOOL,EM,BIOMAS WOODCHIP FUEL,1617,33971.54
BD1000,A10,ULLAPOOL HIGH SCHOOL,EM,RATES,1617,125970.0
BE1000,A10,ULLAPOOL HIGH SCHOOL,EM,WATER CHARGES,1617,14720.91
BH2000,A10,ULLAPOOL HIGH SCHOOL,EM,CLEANING MATERIALS/EQUIPMENT,1617,1754.73
CA1000,A10,ULLAPOOL HIGH SCHOOL,EM,DERV,1617,2854.21
CB1006,A10,ULLAPOOL HIGH SCHOOL,EM,INT HIRE CONT CHG FROM FLEET,1617,1710.29
CB1007,A10,ULLAPOOL HIGH SCHOOL,EM,VEHICLE MAINT O/CHG FROM FLEET,1617,208.24
CC1000,A10,ULLAPOOL HIGH SCHOOL,EM,EDUCATIONAL TRAVEL,1617,452.85
CF1004,A10,ULLAPOOL HIGH SCHOOL,EM,TRAVEL MILEAGE NON TAXABLE,1617,4610.39
DA1000,A10,ULLAPOOL HIGH SCHOOL,EM,EQUIPMENT PURCHASE,1617,716.15
DA2040,A10,ULLAPOOL HIGH SCHOOL,EM,EQUIPMENT REPAIRS,1617,2616.56
DA4550,A10,ULLAPOOL HIGH SCHOOL,EM,CLASSROOM SUPPLIES,1617,4322.24
DB2010,A10,ULLAPOOL HIGH SCHOOL,EM,FOOD,1617,71.84
DD3001,A10,ULLAPOOL HIGH SCHOOL,EM,PHOTOCOPY NO OF COPIES CHG,1617,859.1
DD3003,A10,ULLAPOOL HIGH SCHOOL,EM,MPS COSTS MONO,1617,6459.61
DD3004,A10,ULLAPOOL HIGH SCHOOL,EM,MPS COSTS COLOUR,1617,5159.15
DD4001,A10,ULLAPOOL HIGH SCHOOL,EM,BOOKS TEXT BOOKS/STATIONERY,1617,38532.23
DF4001,A10,ULLAPOOL HIGH SCHOOL,EM,ICT CHARGES CORE SUPPLIER,1617,509.25
DF7000,A10,ULLAPOOL HIGH SCHOOL,EM,POSTAGES,1617,591.5
DF9000,A10,ULLAPOOL HIGH SCHOOL,EM,LANDLINE TELEPHONES RENTAL,1617,1519.5
DG1000,A10,ULLAPOOL HIGH SCHOOL,EM,ACCOMMODATION,1617,145.69
DG4000,A10,ULLAPOOL HIGH SCHOOL,EM,SUBSISTENCE,1617,110.58
DK9015,A10,ULLAPOOL HIGH SCHOOL,EM,REVENUE CONTS TO CAPITAL,1617,12500.0
DK9500,A10,ULLAPOOL HIGH SCHOOL,EM,MISCELLANEOUS SUPPLIES,1617,10.83
EE1200,A10,ULLAPOOL HIGH SCHOOL,EM,SCOTT QUALIFICATIONS AUTHORITY,1617,23774.75
KC1936,A10,ULLAPOOL HIGH SCHOOL,EM,OTHER FEES/CHARGES,1617,-12892.0
XH1050,A10,ULLAPOOL HIGH SCHOOL,EM,REVENUE ACCOUNT BALANCE,1617,-74256.41
AH1010,A21,ULLAPOOL HIGH SCHOOL,ADD FUNDS,STAFF DEVELOPMENT,1617,63.5
FA3000,A21,ULLAPOOL HIGH SCHOOL,ADD FUNDS,PROJECT FUNDS FOR SCHOOLS,1617,-3264.0
DA4550,A50,ULLAPOOL HIGH SCHOOL,ART,CLASSROOM SUPPLIES,1617,326.16
DA4551,A50,ULLAPOOL HIGH SCHOOL,ART,ART&CRAFT SUPPLIES,1617,1347.82
DD4001,A50,ULLAPOOL HIGH SCHOOL,ART,BOOKS TEXT BOOKS/STATIONERY,1617,13.86
DA4550,A51,ULLAPOOL HIGH SCHOOL,BIOLOGY,CLASSROOM SUPPLIES,1617,23.3
DA4555,A51,ULLAPOOL HIGH SCHOOL,BIOLOGY,SCIENTIFIC SUPPLIES,1617,128.01
DD4001,A51,ULLAPOOL HIGH SCHOOL,BIOLOGY,BOOKS TEXT BOOKS/STATIONERY,1617,269.85
DD4001,A52,ULLAPOOL HIGH SCHOOL,BUSINESS,BOOKS TEXT BOOKS/STATIONERY,1617,332.82
DA4550,A54,ULLAPOOL HIGH SCHOOL,CHEMISTRY,CLASSROOM SUPPLIES,1617,147.29
DA4555,A54,ULLAPOOL HIGH SCHOOL,CHEMISTRY,SCIENTIFIC SUPPLIES,1617,304.69
DD4001,A54,ULLAPOOL HIGH SCHOOL,CHEMISTRY,BOOKS TEXT BOOKS/STATIONERY,1617,65.0
DA4550,A57,ULLAPOOL HIGH SCHOOL,COMPUTING,CLASSROOM SUPPLIES,1617,92.77
DD4001,A57,ULLAPOOL HIGH SCHOOL,COMPUTING,BOOKS TEXT BOOKS/STATIONERY,1617,79.86
DA4550,A58,ULLAPOOL HIGH SCHOOL,ENGLISH,CLASSROOM SUPPLIES,1617,332.03
DD4001,A58,ULLAPOOL HIGH SCHOOL,ENGLISH,BOOKS TEXT BOOKS/STATIONERY,1617,1865.91
DA4550,A59,ULLAPOOL HIGH SCHOOL,GAELIC,CLASSROOM SUPPLIES,1617,141.45
DD4001,A59,ULLAPOOL HIGH SCHOOL,GAELIC,BOOKS TEXT BOOKS/STATIONERY,1617,65.0
DA4550,A60,ULLAPOOL HIGH SCHOOL,GEOGRAPHY,CLASSROOM SUPPLIES,1617,109.46
DD4001,A60,ULLAPOOL HIGH SCHOOL,GEOGRAPHY,BOOKS TEXT BOOKS/STATIONERY,1617,69.9
DA4550,A61,ULLAPOOL HIGH SCHOOL,HISTORY,CLASSROOM SUPPLIES,1617,144.65
DD4001,A61,ULLAPOOL HIGH SCHOOL,HISTORY,BOOKS TEXT BOOKS/STATIONERY,1617,344.93
DA4550,A62,ULLAPOOL HIGH SCHOOL,HOME EC,CLASSROOM SUPPLIES,1617,340.29
DD4001,A62,ULLAPOOL HIGH SCHOOL,HOME EC,BOOKS TEXT BOOKS/STATIONERY,1617,105.0
DA4550,A64,ULLAPOOL HIGH SCHOOL,LRN SUP,CLASSROOM SUPPLIES,1617,78.76
DD4001,A64,ULLAPOOL HIGH SCHOOL,LRN SUP,BOOKS TEXT BOOKS/STATIONERY,1617,571.58
DA4550,A66,ULLAPOOL HIGH SCHOOL,MATHS,CLASSROOM SUPPLIES,1617,391.64
DD4001,A66,ULLAPOOL HIGH SCHOOL,MATHS,BOOKS TEXT BOOKS/STATIONERY,1617,532.63
DD4001,A67,ULLAPOOL HIGH SCHOOL,MOD LANG,BOOKS TEXT BOOKS/STATIONERY,1617,603.8
DD4001,A68,ULLAPOOL HIGH SCHOOL,MOD STD,BOOKS TEXT BOOKS/STATIONERY,1617,220.48
DA4550,A69,ULLAPOOL HIGH SCHOOL,MUSIC & DRAMA,CLASSROOM SUPPLIES,1617,80.84
DA4554,A69,ULLAPOOL HIGH SCHOOL,MUSIC & DRAMA,MUSICAL SUPPLIES,1617,119.03
DD4001,A69,ULLAPOOL HIGH SCHOOL,MUSIC & DRAMA,BOOKS TEXT BOOKS/STATIONERY,1617,96.96
DA4550,A70,ULLAPOOL HIGH SCHOOL,PE,CLASSROOM SUPPLIES,1617,106.9
DA4553,A70,ULLAPOOL HIGH SCHOOL,PE,PE SUPPLIES,1617,814.43
DD4001,A70,ULLAPOOL HIGH SCHOOL,PE,BOOKS TEXT BOOKS/STATIONERY,1617,137.29
DA4550,A71,ULLAPOOL HIGH SCHOOL,PHYSICS,CLASSROOM SUPPLIES,1617,191.35
DA4555,A71,ULLAPOOL HIGH SCHOOL,PHYSICS,SCIENTIFIC SUPPLIES,1617,248.13
DA4550,A73,ULLAPOOL HIGH SCHOOL,RELIGIOUS,CLASSROOM SUPPLIES,1617,99.17
DA4550,A74,ULLAPOOL HIGH SCHOOL,SCIENCE S1,CLASSROOM SUPPLIES,1617,205.78
DA4555,A74,ULLAPOOL HIGH SCHOOL,SCIENCE S1,SCIENTIFIC SUPPLIES,1617,437.16
DA4550,A76,ULLAPOOL HIGH SCHOOL,SCIENCE SG,CLASSROOM SUPPLIES,1617,357.41
DA4552,A79,ULLAPOOL HIGH SCHOOL,TECHNICAL,WOOD/METALWORK SUPPLIES,1617,1190.03
DD4001,A79,ULLAPOOL HIGH SCHOOL,TECHNICAL,BOOKS TEXT BOOKS/STATIONERY,1617,71.19
DD4001,A83,ULLAPOOL HIGH SCHOOL,GUIDANCE,BOOKS TEXT BOOKS/STATIONERY,1617,283.72
DA4556,A84,ULLAPOOL HIGH SCHOOL,HOME EC FOOD,HOME ECONOMICS SUPPLIES,1617,1442.0
DA4000,A95,ULLAPOOL HIGH SCHOOL,SKILLS FOR WRK,MATERIALS,1617,63.3
FA3000,A95,ULLAPOOL HIGH SCHOOL,SKILLS FOR WRK,PROJECT FUNDS FOR SCHOOLS,1617,972.91
AA1100,A09,ULLAPOOL HIGH SCHOOL,DGM,TEACHERS PERMANENT BASIC PAY,1819,37189.02
AB1100,A09,ULLAPOOL HIGH SCHOOL,DGM,NI PERMANENT TEACHERS,1819,2985.19
AC1100,A09,ULLAPOOL HIGH SCHOOL,DGM,SUPERANN PERMANENT TEACHERS,1819,6481.29
AS1000,A09,ULLAPOOL HIGH SCHOOL,DGM,APPRENTICESHIP LEVY COST,1819,184.77
CF1004,A09,ULLAPOOL HIGH SCHOOL,DGM,TRAVEL MILEAGE NON TAXABLE,1819,38.7
AA1001,A10,ULLAPOOL HIGH SCHOOL,EM,APT&C BASIC PAY,1819,39558.39
AA1002,A10,ULLAPOOL HIGH SCHOOL,EM,MANUAL STAFF BASIC PAY,1819,1145.28
AA1100,A10,ULLAPOOL HIGH SCHOOL,EM,TEACHERS PERMANENT BASIC PAY,1819,953451.76
AA1101,A10,ULLAPOOL HIGH SCHOOL,EM,SUPPLY COVER BASIC PAY,1819,14402.36
AA1103,A10,ULLAPOOL HIGH SCHOOL,EM,AUX STAFF EDUCATION BASIC PAY,1819,2907.6
AA1110,A10,ULLAPOOL HIGH SCHOOL,EM,LABORATORY TECH'N BASIC PAY,1819,6415.62
AA1250,A10,ULLAPOOL HIGH SCHOOL,EM,HOLIDAY PAY,1819,7.29
AB1000,A10,ULLAPOOL HIGH SCHOOL,EM,NI NONTEACHERS,1819,3302.08
AB1100,A10,ULLAPOOL HIGH SCHOOL,EM,NI PERMANENT TEACHERS,1819,98840.26
AB1101,A10,ULLAPOOL HIGH SCHOOL,EM,NI SUPPLY COVER,1819,1022.54
AC1000,A10,ULLAPOOL HIGH SCHOOL,EM,SUPERANN NON TEACHERS,1819,8509.51
AC1100,A10,ULLAPOOL HIGH SCHOOL,EM,SUPERANN PERMANENT TEACHERS,1819,157766.76
AC1101,A10,ULLAPOOL HIGH SCHOOL,EM,SUPERANN SUPPLY COVER,1819,2232.56
AE1600,A10,ULLAPOOL HIGH SCHOOL,EM,MISCELLANEOUS,1819,-440.42
AH1000,A10,ULLAPOOL HIGH SCHOOL,EM,TRAINING COURSES,1819,1443.42
AH1010,A10,ULLAPOOL HIGH SCHOOL,EM,STAFF DEVELOPMENT,1819,3962.87
AS1000,A10,ULLAPOOL HIGH SCHOOL,EM,APPRENTICESHIP LEVY COST,1819,5033.68
BA3000,A10,ULLAPOOL HIGH SCHOOL,EM,MAINT CLIENT EXTERNAL PARTIES,1819,203.65
BB2000,A10,ULLAPOOL HIGH SCHOOL,EM,ELECTRICITY CHARGES,1819,41112.01
BB3010,A10,ULLAPOOL HIGH SCHOOL,EM,CALOR GAS,1819,1589.69
BB5000,A10,ULLAPOOL HIGH SCHOOL,EM,BIOMAS WOODCHIP FUEL,1819,32097.89
BD1000,A10,ULLAPOOL HIGH SCHOOL,EM,RATES,1819,135102.0
BE1000,A10,ULLAPOOL HIGH SCHOOL,EM,WATER CHARGES,1819,8685.91
BH2000,A10,ULLAPOOL HIGH SCHOOL,EM,CLEANING MATERIALS/EQUIPMENT,1819,1655.69
CA1000,A10,ULLAPOOL HIGH SCHOOL,EM,DERV,1819,2366.92
CB1006,A10,ULLAPOOL HIGH SCHOOL,EM,INT HIRE CONT CHG FROM FLEET,1819,473.24
CB1007,A10,ULLAPOOL HIGH SCHOOL,EM,VEHICLE MAINT O/CHG FROM FLEET,1819,2963.82
CC1000,A10,ULLAPOOL HIGH SCHOOL,EM,EDUCATIONAL TRAVEL,1819,5902.65
CF1004,A10,ULLAPOOL HIGH SCHOOL,EM,TRAVEL MILEAGE NON TAXABLE,1819,1953.42
DA2040,A10,ULLAPOOL HIGH SCHOOL,EM,EQUIPMENT REPAIRS,1819,5681.98
DA4040,A10,ULLAPOOL HIGH SCHOOL,EM,SANITARY PRODUCTS TOWELS,1819,107.31
DA4041,A10,ULLAPOOL HIGH SCHOOL,EM,SANITARY PRODUCTS TAMPONS,1819,101.33
DA4550,A10,ULLAPOOL HIGH SCHOOL,EM,CLASSROOM SUPPLIES,1819,42896.51
DA4556,A10,ULLAPOOL HIGH SCHOOL,EM,HOME ECONOMICS SUPPLIES,1819,0.29
DA5000,A10,ULLAPOOL HIGH SCHOOL,EM,FURNISHINGS,1819,1817.6
DD3001,A10,ULLAPOOL HIGH SCHOOL,EM,PHOTOCOPY NO OF COPIES CHG,1819,-467.85
DD3003,A10,ULLAPOOL HIGH SCHOOL,EM,MPS COSTS MONO,1819,4868.3
DD3004,A10,ULLAPOOL HIGH SCHOOL,EM,MPS COSTS COLOUR,1819,2678.41
DD4001,A10,ULLAPOOL HIGH SCHOOL,EM,BOOKS TEXT BOOKS/STATIONERY,1819,12709.42
DF4001,A10,ULLAPOOL HIGH SCHOOL,EM,ICT CHARGES CORE SUPPLIER,1819,732.63
DF7000,A10,ULLAPOOL HIGH SCHOOL,EM,POSTAGES,1819,235.27
DF9000,A10,ULLAPOOL HIGH SCHOOL,EM,LANDLINE TELEPHONES RENTAL,1819,2436.85
EE1200,A10,ULLAPOOL HIGH SCHOOL,EM,SCOTT QUALIFICATIONS AUTHORITY,1819,23989.2
KC1936,A10,ULLAPOOL HIGH SCHOOL,EM,OTHER FEES/CHARGES,1819,-784.0
XH1050,A10,ULLAPOOL HIGH SCHOOL,EM,REVENUE ACCOUNT BALANCE,1819,-42368.5
KE3000,A21,ULLAPOOL HIGH SCHOOL,ADD FUNDS,INCOME FROM WITHIN HLAND CNCL,1819,-1608.0
DA4550,A50,ULLAPOOL HIGH SCHOOL,ART,CLASSROOM SUPPLIES,1819,69.85
DA4551,A50,ULLAPOOL HIGH SCHOOL,ART,ART&CRAFT SUPPLIES,1819,722.65
DA4550,A51,ULLAPOOL HIGH SCHOOL,BIOLOGY,CLASSROOM SUPPLIES,1819,5.85
DA4555,A51,ULLAPOOL HIGH SCHOOL,BIOLOGY,SCIENTIFIC SUPPLIES,1819,107.14
DD4001,A51,ULLAPOOL HIGH SCHOOL,BIOLOGY,BOOKS TEXT BOOKS/STATIONERY,1819,213.05
DD4001,A52,ULLAPOOL HIGH SCHOOL,BUSINESS,BOOKS TEXT BOOKS/STATIONERY,1819,60.0
DA4550,A54,ULLAPOOL HIGH SCHOOL,CHEMISTRY,CLASSROOM SUPPLIES,1819,4.06
DD4001,A54,ULLAPOOL HIGH SCHOOL,CHEMISTRY,BOOKS TEXT BOOKS/STATIONERY,1819,104.94
DA4550,A57,ULLAPOOL HIGH SCHOOL,COMPUTING,CLASSROOM SUPPLIES,1819,143.11
DD4001,A57,ULLAPOOL HIGH SCHOOL,COMPUTING,BOOKS TEXT BOOKS/STATIONERY,1819,62.5
DA4550,A58,ULLAPOOL HIGH SCHOOL,ENGLISH,CLASSROOM SUPPLIES,1819,883.77
DD4001,A58,ULLAPOOL HIGH SCHOOL,ENGLISH,BOOKS TEXT BOOKS/STATIONERY,1819,1076.56
DA4550,A59,ULLAPOOL HIGH SCHOOL,GAELIC,CLASSROOM SUPPLIES,1819,125.26
DD4001,A59,ULLAPOOL HIGH SCHOOL,GAELIC,BOOKS TEXT BOOKS/STATIONERY,1819,88.19
DA4550,A60,ULLAPOOL HIGH SCHOOL,GEOGRAPHY,CLASSROOM SUPPLIES,1819,196.61
DD4001,A60,ULLAPOOL HIGH SCHOOL,GEOGRAPHY,BOOKS TEXT BOOKS/STATIONERY,1819,79.28
DA4550,A61,ULLAPOOL HIGH SCHOOL,HISTORY,CLASSROOM SUPPLIES,1819,44.2
DD4001,A61,ULLAPOOL HIGH SCHOOL,HISTORY,BOOKS TEXT BOOKS/STATIONERY,1819,74.32
DA4550,A62,ULLAPOOL HIGH SCHOOL,HOME EC,CLASSROOM SUPPLIES,1819,701.06
DD4001,A62,ULLAPOOL HIGH SCHOOL,HOME EC,BOOKS TEXT BOOKS/STATIONERY,1819,12.64
DA4550,A64,ULLAPOOL HIGH SCHOOL,LRN SUP,CLASSROOM SUPPLIES,1819,437.06
DD4001,A64,ULLAPOOL HIGH SCHOOL,LRN SUP,BOOKS TEXT BOOKS/STATIONERY,1819,259.24
DA4550,A66,ULLAPOOL HIGH SCHOOL,MATHS,CLASSROOM SUPPLIES,1819,668.19
DD4001,A66,ULLAPOOL HIGH SCHOOL,MATHS,BOOKS TEXT BOOKS/STATIONERY,1819,123.67
DD4001,A67,ULLAPOOL HIGH SCHOOL,MOD LANG,BOOKS TEXT BOOKS/STATIONERY,1819,483.48
DD4001,A68,ULLAPOOL HIGH SCHOOL,MOD STD,BOOKS TEXT BOOKS/STATIONERY,1819,425.63
DA4550,A69,ULLAPOOL HIGH SCHOOL,MUSIC & DRAMA,CLASSROOM SUPPLIES,1819,50.21
DA4554,A69,ULLAPOOL HIGH SCHOOL,MUSIC & DRAMA,MUSICAL SUPPLIES,1819,1202.87
DA4550,A70,ULLAPOOL HIGH SCHOOL,PE,CLASSROOM SUPPLIES,1819,642.13
DA4553,A70,ULLAPOOL HIGH SCHOOL,PE,PE SUPPLIES,1819,560.96
DA4550,A71,ULLAPOOL HIGH SCHOOL,PHYSICS,CLASSROOM SUPPLIES,1819,209.34
DA4555,A71,ULLAPOOL HIGH SCHOOL,PHYSICS,SCIENTIFIC SUPPLIES,1819,76.93
DD4001,A71,ULLAPOOL HIGH SCHOOL,PHYSICS,BOOKS TEXT BOOKS/STATIONERY,1819,79.91
DD4001,A73,ULLAPOOL HIGH SCHOOL,RELIGIOUS,BOOKS TEXT BOOKS/STATIONERY,1819,25.76
DA4550,A74,ULLAPOOL HIGH SCHOOL,SCIENCE S1,CLASSROOM SUPPLIES,1819,156.89
DA4555,A74,ULLAPOOL HIGH SCHOOL,SCIENCE S1,SCIENTIFIC SUPPLIES,1819,1461.17
DA4550,A76,ULLAPOOL HIGH SCHOOL,SCIENCE SG,CLASSROOM SUPPLIES,1819,63.93
DA4552,A79,ULLAPOOL HIGH SCHOOL,TECHNICAL,WOOD/METALWORK SUPPLIES,1819,1359.22
DD4001,A79,ULLAPOOL HIGH SCHOOL,TECHNICAL,BOOKS TEXT BOOKS/STATIONERY,1819,155.13
DD4001,A83,ULLAPOOL HIGH SCHOOL,GUIDANCE,BOOKS TEXT BOOKS/STATIONERY,1819,294.0
DA4556,A84,ULLAPOOL HIGH SCHOOL,HOME EC FOOD,HOME ECONOMICS SUPPLIES,1819,1320.63
AA1001,PEF,ULLAPOOL HIGH SCHOOL,PEF,APT&C BASIC PAY,1819,407.0
AA1100,PEF,ULLAPOOL HIGH SCHOOL,PEF,TEACHERS PERMANENT BASIC PAY,1819,2480.94
AB1100,PEF,ULLAPOOL HIGH SCHOOL,PEF,NI PERMANENT TEACHERS,1819,259.52
AC1100,PEF,ULLAPOOL HIGH SCHOOL,PEF,SUPERANN PERMANENT TEACHERS,1819,427.45
AS1000,PEF,ULLAPOOL HIGH SCHOOL,PEF,APPRENTICESHIP LEVY COST,1819,11.32
CF1003,PEF,ULLAPOOL HIGH SCHOOL,PEF,TRAVEL MILEAGE TAXABLE,1819,10.02
CF1004,PEF,ULLAPOOL HIGH SCHOOL,PEF,TRAVEL MILEAGE NON TAXABLE,1819,81.6
DG4000,PEF,ULLAPOOL HIGH SCHOOL,PEF,SUBSISTENCE,1819,9.92
KA3000,PEF,ULLAPOOL HIGH SCHOOL,PEF,GOVT GRANTS SPECIFIC GRANTS,1819,-3687.77
AA1100,A09,ULLAPOOL HIGH SCHOOL,DGM,TEACHERS PERMANENT BASIC PAY,1920,39040.06
AB1100,A09,ULLAPOOL HIGH SCHOOL,DGM,NI PERMANENT TEACHERS,1920,3971.1
AC1100,A09,ULLAPOOL HIGH SCHOOL,DGM,SUPERANN PERMANENT TEACHERS,1920,8936.87
AS1000,A09,ULLAPOOL HIGH SCHOOL,DGM,APPRENTICESHIP LEVY COST,1920,124.92
CF1004,A09,ULLAPOOL HIGH SCHOOL,DGM,TRAVEL MILEAGE NON TAXABLE,1920,63.36
AA1001,A10,ULLAPOOL HIGH SCHOOL,EM,APT&C BASIC PAY,1920,40774.57
AA1002,A10,ULLAPOOL HIGH SCHOOL,EM,MANUAL STAFF BASIC PAY,1920,1179.12
AA1100,A10,ULLAPOOL HIGH SCHOOL,EM,TEACHERS PERMANENT BASIC PAY,1920,998494.9
AA1101,A10,ULLAPOOL HIGH SCHOOL,EM,SUPPLY COVER BASIC PAY,1920,16461.43
AA1103,A10,ULLAPOOL HIGH SCHOOL,EM,AUX STAFF EDUCATION BASIC PAY,1920,2994.12
AA1110,A10,ULLAPOOL HIGH SCHOOL,EM,LABORATORY TECH'N BASIC PAY,1920,6922.15
AA1250,A10,ULLAPOOL HIGH SCHOOL,EM,HOLIDAY PAY,1920,12.29
AB1000,A10,ULLAPOOL HIGH SCHOOL,EM,NI NONTEACHERS,1920,3516.32
AB1100,A10,ULLAPOOL HIGH SCHOOL,EM,NI PERMANENT TEACHERS,1920,107828.06
AB1101,A10,ULLAPOOL HIGH SCHOOL,EM,NI SUPPLY COVER,1920,469.98
AC1000,A10,ULLAPOOL HIGH SCHOOL,EM,SUPERANN NON TEACHERS,1920,8715.03
AC1100,A10,ULLAPOOL HIGH SCHOOL,EM,SUPERANN PERMANENT TEACHERS,1920,202387.99
AC1101,A10,ULLAPOOL HIGH SCHOOL,EM,SUPERANN SUPPLY COVER,1920,1497.69
AE1600,A10,ULLAPOOL HIGH SCHOOL,EM,MISCELLANEOUS,1920,-375.87
AH1000,A10,ULLAPOOL HIGH SCHOOL,EM,TRAINING COURSES,1920,1222.0
AH1010,A10,ULLAPOOL HIGH SCHOOL,EM,STAFF DEVELOPMENT,1920,1898.65
AS1000,A10,ULLAPOOL HIGH SCHOOL,EM,APPRENTICESHIP LEVY COST,1920,5403.47
BB2000,A10,ULLAPOOL HIGH SCHOOL,EM,ELECTRICITY CHARGES,1920,42905.81
BB3010,A10,ULLAPOOL HIGH SCHOOL,EM,CALOR GAS,1920,1988.88
BB5000,A10,ULLAPOOL HIGH SCHOOL,EM,BIOMAS WOODCHIP FUEL,1920,34136.3
BE1000,A10,ULLAPOOL HIGH SCHOOL,EM,WATER CHARGES,1920,17471.77
BH2000,A10,ULLAPOOL HIGH SCHOOL,EM,CLEANING MATERIALS/EQUIPMENT,1920,1882.17
CA1000,A10,ULLAPOOL HIGH SCHOOL,EM,DERV,1920,2240.44
CB1006,A10,ULLAPOOL HIGH SCHOOL,EM,INT HIRE CONT CHG FROM FLEET,1920,473.27
CC1000,A10,ULLAPOOL HIGH SCHOOL,EM,EDUCATIONAL TRAVEL,1920,4784.13
CF1004,A10,ULLAPOOL HIGH SCHOOL,EM,TRAVEL MILEAGE NON TAXABLE,1920,1815.53
DA2040,A10,ULLAPOOL HIGH SCHOOL,EM,EQUIPMENT REPAIRS,1920,1866.02
