EXP HEAD,DESCRIPTION,SCHOOL,YEAR,CATEGORY,VALUE
DB2010,,DINGWALL ACADEMY,2122,FOOD,11660.44
DB3000,MEETINGS/TRAINING,DINGWALL ACADEMY,2122,CATERING,1004.97
DD2000,,DINGWALL ACADEMY,2122,STATIONERY,7250.97
DD3001,NO OF COPIES CHG,DINGWALL ACADEMY,2122,PHOTOCOPY,3019.72
DD3003,COSTS  MONO,DINGWALL ACADEMY,2122,MPS,6222.58
DD3004,COSTS  COLOUR,DINGWALL ACADEMY,2122,MPS,4297.17
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,2122,BOOKS,69.39
DF4001,CHARGES CORE SUPPLIER,DINGWALL ACADEMY,2122,ICT,129.65
DF7000,,DINGWALL ACADEMY,2122,POSTAGES,29.52
DF9000,TELEPHONES RENTAL,DINGWALL ACADEMY,2122,LANDLINE,1035.37
DH3100,TO ORGANISATIONS,DINGWALL ACADEMY,2122,SUBSCRIPTIONS,6741.99
EE1200,QUALIFICATIONS AUTHORITY,DINGWALL ACADEMY,2122,SCOTT,86970.0
KC1936,FEES/CHARGES,DINGWALL ACADEMY,2122,OTHER,-196.0
XH1050,ACCOUNT BALANCE,DINGWALL ACADEMY,2122,REVENUE,-17603.84
AH1010,DEVELOPMENT,DINGWALL ACADEMY,2122,STAFF,284.3
FA3000,FUNDS FOR SCHOOLS,DINGWALL ACADEMY,2122,PROJECT,-3310.0
DA1000,PURCHASE,DINGWALL ACADEMY,2122,EQUIPMENT,73.65
DA4550,SUPPLIES,DINGWALL ACADEMY,2122,CLASSROOM,7823.84
DA4550,SUPPLIES,DINGWALL ACADEMY,2122,CLASSROOM,1830.37
DA4553,SUPPLIES,DINGWALL ACADEMY,2122,PE,1302.19
DA4556,ECONOMICS SUPPLIES,DINGWALL ACADEMY,2122,HOME,1051.15
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,2122,BOOKS,574.58
DA4550,SUPPLIES,DINGWALL ACADEMY,2122,CLASSROOM,573.36
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,2122,BOOKS,166.28
DA4550,SUPPLIES,DINGWALL ACADEMY,2122,CLASSROOM,1780.33
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,2122,BOOKS,3044.58
DA4550,SUPPLIES,DINGWALL ACADEMY,2122,CLASSROOM,3995.02
DA4551,& CRAFT SUPPLIES,DINGWALL ACADEMY,2122,ART,3986.14
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,2122,BOOKS,948.1
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,2122,BOOKS,652.37
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,2122,BOOKS,2472.98
DA4550,SUPPLIES,DINGWALL ACADEMY,2122,CLASSROOM,29.12
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,2122,BOOKS,998.24
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,2122,BOOKS,895.78
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,2122,BOOKS,723.5
DA1550,EQUIPMENT,DINGWALL ACADEMY,2122,SCIENCE,498.33
DA4550,SUPPLIES,DINGWALL ACADEMY,2122,CLASSROOM,1646.33
DA4555,SUPPLIES,DINGWALL ACADEMY,2122,SCIENTIFIC,2621.93
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,2122,BOOKS,798.88
AA1001,BASIC PAY,DINGWALL ACADEMY,2122,APT&C,1056.69
AA1100,PERMANENT  BASIC PAY,DINGWALL ACADEMY,2122,TEACHERS,42767.01
AA1101,COVER BASIC PAY,DINGWALL ACADEMY,2122,SUPPLY,5731.01
AA1103,STAFF EDUCATION BASIC PAY,DINGWALL ACADEMY,2122,AUX,13492.48
AB1000,NONTEACHERS,DINGWALL ACADEMY,2122,NI,230.18
AB1100,PERMANENT TEACHERS,DINGWALL ACADEMY,2122,NI,3674.19
AB1101,SUPPLY COVER,DINGWALL ACADEMY,2122,NI,555.61
AC1000,NON TEACHERS,DINGWALL ACADEMY,2122,SUPERANN,2563.55
AC1100,PERMANENT TEACHERS,DINGWALL ACADEMY,2122,SUPERANN,8267.34
AC1101,SUPPLY COVER,DINGWALL ACADEMY,2122,SUPERANN,1318.66
AS1000,LEVY COST,DINGWALL ACADEMY,2122,APPRENTICESHIP,283.86
CF1004,MILEAGE  NON TAXABLE,DINGWALL ACADEMY,2122,TRAVEL,595.62
DA1000,PURCHASE,DINGWALL ACADEMY,2122,EQUIPMENT,2820.0
KA3000,GRANTS SPECIFIC GRANTS,DINGWALL ACADEMY,2122,GOVT,-83356.2
AA1100,PERMANENT  BASIC PAY,DINGWALL ACADEMY,2223,TEACHERS,94832.9
AB1100,PERMANENT TEACHERS,DINGWALL ACADEMY,2223,NI,11019.15
AC1100,PERMANENT TEACHERS,DINGWALL ACADEMY,2223,SUPERANN,24184.89
AS1000,LEVY COST,DINGWALL ACADEMY,2223,APPRENTICESHIP,522.15
AA1001,BASIC PAY,DINGWALL ACADEMY,2223,APT&C,147758.2
AA1100,PERMANENT  BASIC PAY,DINGWALL ACADEMY,2223,TEACHERS,3574657.75
AA1101,COVER BASIC PAY,DINGWALL ACADEMY,2223,SUPPLY,78215.8
AA1103,STAFF EDUCATION BASIC PAY,DINGWALL ACADEMY,2223,AUX,14.42
AA1110,TECH'N BASIC PAY,DINGWALL ACADEMY,2223,LABORATORY,85395.28
AA1250,PAY,DINGWALL ACADEMY,2223,HOLIDAY,550.3
AA1500,GENERAL,DINGWALL ACADEMY,2223,OVERTIME,7398.33
AB1000,NONTEACHERS,DINGWALL ACADEMY,2223,NI,19965.99
AB1100,PERMANENT TEACHERS,DINGWALL ACADEMY,2223,NI,417348.28
AB1101,SUPPLY COVER,DINGWALL ACADEMY,2223,NI,7277.38
AC1000,NON TEACHERS,DINGWALL ACADEMY,2223,SUPERANN,43248.5
AC1100,PERMANENT TEACHERS,DINGWALL ACADEMY,2223,SUPERANN,819115.75
AC1101,SUPPLY COVER,DINGWALL ACADEMY,2223,SUPERANN,11885.35
AH1000,COURSES,DINGWALL ACADEMY,2223,TRAINING,2100.0
AH1010,DEVELOPMENT,DINGWALL ACADEMY,2223,STAFF,250.0
AS1000,LEVY COST,DINGWALL ACADEMY,2223,APPRENTICESHIP,20061.98
BH2000,MATERIALS/EQUIPMENT,DINGWALL ACADEMY,2223,CLEANING,185.95
CA1000,,DINGWALL ACADEMY,2223,DERV,907.83
CB1006,HIRE CONT CHG FROM FLEET,DINGWALL ACADEMY,2223,INT,20666.09
CB1007,MAINT O/CHG FROM FLEET,DINGWALL ACADEMY,2223,VEHICLE,1003.26
CC1000,TRAVEL,DINGWALL ACADEMY,2223,EDUCATIONAL,2332.35
CC2000,HIRE,DINGWALL ACADEMY,2223,CAR,156.0
CC2020,,DINGWALL ACADEMY,2223,CARRIAGE/FREIGHT,206.85
CF1004,MILEAGE  NON TAXABLE,DINGWALL ACADEMY,2223,TRAVEL,271.94
DA1000,PURCHASE,DINGWALL ACADEMY,2223,EQUIPMENT,21509.88
DA1600,EQUIPMENT,DINGWALL ACADEMY,2223,SPORTS,4319.98
DA1700,,DINGWALL ACADEMY,2223,TOOLS,5.49
DA4014,SUPPLIES,DINGWALL ACADEMY,2223,MEDICAL,739.73
DA4550,SUPPLIES,DINGWALL ACADEMY,2223,CLASSROOM,800.6
DA4563,SERVICES,DINGWALL ACADEMY,2223,HEALTHCARE,3013.27
DB2010,,DINGWALL ACADEMY,2223,FOOD,16010.05
DB3000,MEETINGS/TRAINING,DINGWALL ACADEMY,2223,CATERING,661.0
DB3010,& HOSPITALITY,DINGWALL ACADEMY,2223,MEALS,133.35
DD2000,,DINGWALL ACADEMY,2223,STATIONERY,8643.06
DD3001,NO OF COPIES CHG,DINGWALL ACADEMY,2223,PHOTOCOPY,4274.43
DD3003,COSTS  MONO,DINGWALL ACADEMY,2223,MPS,7082.33
DD3004,COSTS  COLOUR,DINGWALL ACADEMY,2223,MPS,5965.46
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,2223,BOOKS,1220.8
DF4001,CHARGES CORE SUPPLIER,DINGWALL ACADEMY,2223,ICT,1042.03
DF5002,SOFTWARE PURCHASE,DINGWALL ACADEMY,2223,COMPUTER,1316.07
DF7000,,DINGWALL ACADEMY,2223,POSTAGES,56.61
DF9000,TELEPHONES RENTAL,DINGWALL ACADEMY,2223,LANDLINE,969.54
DH3100,TO ORGANISATIONS,DINGWALL ACADEMY,2223,SUBSCRIPTIONS,3147.53
DK9500,SUPPLIES,DINGWALL ACADEMY,2223,MISCELLANEOUS,47.66
EE1200,QUALIFICATIONS AUTHORITY,DINGWALL ACADEMY,2223,SCOTT,89895.49
KA2000,GRANTS NONSPECIFIC GRANT,DINGWALL ACADEMY,2223,GOVT,-2500.0
XH1050,ACCOUNT BALANCE,DINGWALL ACADEMY,2223,REVENUE,-64917.34
AH1010,DEVELOPMENT,DINGWALL ACADEMY,2223,STAFF,213.71
FA3000,FUNDS FOR SCHOOLS,DINGWALL ACADEMY,2223,PROJECT,-3315.0
CC1000,TRAVEL,DINGWALL ACADEMY,2223,EDUCATIONAL,185.6
AH1000,COURSES,DINGWALL ACADEMY,2223,TRAINING,105.0
AH1010,DEVELOPMENT,DINGWALL ACADEMY,2223,STAFF,1060.0
DA1000,PURCHASE,DINGWALL ACADEMY,2223,EQUIPMENT,174.15
DA4550,SUPPLIES,DINGWALL ACADEMY,2223,CLASSROOM,9143.5
DA4551,& CRAFT SUPPLIES,DINGWALL ACADEMY,2223,ART,99.81
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,2223,BOOKS,116.61
DA4550,SUPPLIES,DINGWALL ACADEMY,2223,CLASSROOM,542.51
DA4553,SUPPLIES,DINGWALL ACADEMY,2223,PE,3217.59
DA4556,ECONOMICS SUPPLIES,DINGWALL ACADEMY,2223,HOME,1754.82
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,2223,BOOKS,701.97
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,2223,BOOKS,1529.33
DA4550,SUPPLIES,DINGWALL ACADEMY,2223,CLASSROOM,372.9
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,2223,BOOKS,1737.26
DA4550,SUPPLIES,DINGWALL ACADEMY,2223,CLASSROOM,3850.16
DA4551,& CRAFT SUPPLIES,DINGWALL ACADEMY,2223,ART,4282.14
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,2223,BOOKS,1705.9
DA4550,SUPPLIES,DINGWALL ACADEMY,2223,CLASSROOM,24.82
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,2223,BOOKS,237.84
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,2223,BOOKS,3132.96
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,2223,BOOKS,3368.28
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,2223,BOOKS,2493.69
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,2223,BOOKS,805.45
DA4550,SUPPLIES,DINGWALL ACADEMY,2223,CLASSROOM,2455.81
DA4555,SUPPLIES,DINGWALL ACADEMY,2223,SCIENTIFIC,1062.86
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,2223,BOOKS,1386.45
AA1001,BASIC PAY,DINGWALL ACADEMY,2223,APT&C,1053.0
AA1100,PERMANENT  BASIC PAY,DINGWALL ACADEMY,2223,TEACHERS,81838.09
AA1101,COVER BASIC PAY,DINGWALL ACADEMY,2223,SUPPLY,4253.76
AA1103,STAFF EDUCATION BASIC PAY,DINGWALL ACADEMY,2223,AUX,9537.96
AB1000,NONTEACHERS,DINGWALL ACADEMY,2223,NI,86.8
AB1100,PERMANENT TEACHERS,DINGWALL ACADEMY,2223,NI,8003.72
AB1101,SUPPLY COVER,DINGWALL ACADEMY,2223,NI,280.97
AC1000,NON TEACHERS,DINGWALL ACADEMY,2223,SUPERANN,1812.21
AC1100,PERMANENT TEACHERS,DINGWALL ACADEMY,2223,SUPERANN,16872.1
AC1101,SUPPLY COVER,DINGWALL ACADEMY,2223,SUPERANN,977.9
AS1000,LEVY COST,DINGWALL ACADEMY,2223,APPRENTICESHIP,463.66
CF1004,MILEAGE  NON TAXABLE,DINGWALL ACADEMY,2223,TRAVEL,182.72
DA1000,PURCHASE,DINGWALL ACADEMY,2223,EQUIPMENT,1699.0
KA3000,GRANTS SPECIFIC GRANTS,DINGWALL ACADEMY,2223,GOVT,-127061.89
AA1100,PERMANENT  BASIC PAY,DINGWALL ACADEMY,2324,TEACHERS,102601.53
AB1100,PERMANENT TEACHERS,DINGWALL ACADEMY,2324,NI,10830.32
AC1100,PERMANENT TEACHERS,DINGWALL ACADEMY,2324,SUPERANN,23473.98
AS1000,LEVY COST,DINGWALL ACADEMY,2324,APPRENTICESHIP,511.64
AA1001,BASIC PAY,DINGWALL ACADEMY,2324,APT&C,169229.84
AA1100,PERMANENT  BASIC PAY,DINGWALL ACADEMY,2324,TEACHERS,3847070.94
AA1101,COVER BASIC PAY,DINGWALL ACADEMY,2324,SUPPLY,86609.64
AA1110,TECH'N BASIC PAY,DINGWALL ACADEMY,2324,LABORATORY,83818.35
AA1250,PAY,DINGWALL ACADEMY,2324,HOLIDAY,349.28
AA1500,GENERAL,DINGWALL ACADEMY,2324,OVERTIME,4757.1
AA1512,PAYMENTS,DINGWALL ACADEMY,2324,CONTRACT,3400.0
AB1000,NONTEACHERS,DINGWALL ACADEMY,2324,NI,20897.13
AB1100,PERMANENT TEACHERS,DINGWALL ACADEMY,2324,NI,425048.28
AB1101,SUPPLY COVER,DINGWALL ACADEMY,2324,NI,9958.52
AC1000,NON TEACHERS,DINGWALL ACADEMY,2324,SUPERANN,46528.0
AC1100,PERMANENT TEACHERS,DINGWALL ACADEMY,2324,SUPERANN,875394.24
AC1101,SUPPLY COVER,DINGWALL ACADEMY,2324,SUPERANN,16629.71
AH1000,COURSES,DINGWALL ACADEMY,2324,TRAINING,900.0
AH1010,DEVELOPMENT,DINGWALL ACADEMY,2324,STAFF,1380.0
AS1000,LEVY COST,DINGWALL ACADEMY,2324,APPRENTICESHIP,22410.58
BH2000,MATERIALS/EQUIPMENT,DINGWALL ACADEMY,2324,CLEANING,43.8
CA1000,,DINGWALL ACADEMY,2324,DERV,2206.1
CA2010,,DINGWALL ACADEMY,2324,OIL,18.33
CB1006,HIRE CONT CHG FROM FLEET,DINGWALL ACADEMY,2324,INT,14463.28
CB1007,MAINT O/CHG FROM FLEET,DINGWALL ACADEMY,2324,VEHICLE,560.29
CC1000,TRAVEL,DINGWALL ACADEMY,2324,EDUCATIONAL,598.9
CC2000,HIRE,DINGWALL ACADEMY,2324,CAR,55.5
CC2020,,DINGWALL ACADEMY,2324,CARRIAGE/FREIGHT,136.79
CF1003,MILEAGE  TAXABLE,DINGWALL ACADEMY,2324,TRAVEL,69.34
CF1004,MILEAGE  NON TAXABLE,DINGWALL ACADEMY,2324,TRAVEL,614.52
DA1000,PURCHASE,DINGWALL ACADEMY,2324,EQUIPMENT,68465.33
DA1700,,DINGWALL ACADEMY,2324,TOOLS,85.71
DA4000,,DINGWALL ACADEMY,2324,MATERIALS,547.09
DA4014,SUPPLIES,DINGWALL ACADEMY,2324,MEDICAL,597.29
DB2000,,DINGWALL ACADEMY,2324,GROCERIES,945.18
DB2010,,DINGWALL ACADEMY,2324,FOOD,17182.58
DB3000,MEETINGS/TRAINING,DINGWALL ACADEMY,2324,CATERING,1142.43
DB3010,& HOSPITALITY,DINGWALL ACADEMY,2324,MEALS,105.09
DC3010,CLOTHING,DINGWALL ACADEMY,2324,STAFF,42.44
DD2000,,DINGWALL ACADEMY,2324,STATIONERY,8327.79
DD3001,NO OF COPIES CHG,DINGWALL ACADEMY,2324,PHOTOCOPY,3508.19
DD3003,COSTS  MONO,DINGWALL ACADEMY,2324,MPS,7230.96
DD3004,COSTS  COLOUR,DINGWALL ACADEMY,2324,MPS,6804.55
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,2324,BOOKS,2725.34
DE2035,OF ENTERTAINERS,DINGWALL ACADEMY,2324,PAYMENT,47.0
DF5003,SOFTWARE LICENSES,DINGWALL ACADEMY,2324,COMPUTER,55.92
DF7000,,DINGWALL ACADEMY,2324,POSTAGES,271.08
DF9000,TELEPHONES RENTAL,DINGWALL ACADEMY,2324,LANDLINE,1136.98
DG1000,,DINGWALL ACADEMY,2324,ACCOMMODATION,516.67
DG4000,,DINGWALL ACADEMY,2324,SUBSISTENCE,51.75
DH3100,TO ORGANISATIONS,DINGWALL ACADEMY,2324,SUBSCRIPTIONS,2750.23
DK9500,SUPPLIES,DINGWALL ACADEMY,2324,MISCELLANEOUS,2546.06
EE1200,QUALIFICATIONS AUTHORITY,DINGWALL ACADEMY,2324,SCOTT,90219.73
KC1936,FEES/CHARGES,DINGWALL ACADEMY,2324,OTHER,-1274.0
KC9500,MISC INCOME,DINGWALL ACADEMY,2324,OTHER,58.96
XH1050,ACCOUNT BALANCE,DINGWALL ACADEMY,2324,REVENUE,61961.15
AA1101,COVER BASIC PAY,DINGWALL ACADEMY,2324,SUPPLY,975.68
AB1101,SUPPLY COVER,DINGWALL ACADEMY,2324,NI,105.28
AC1101,SUPPLY COVER,DINGWALL ACADEMY,2324,SUPERANN,224.4
AH1000,COURSES,DINGWALL ACADEMY,2324,TRAINING,1114.49
AS1000,LEVY COST,DINGWALL ACADEMY,2324,APPRENTICESHIP,4.88
FA3000,FUNDS FOR SCHOOLS,DINGWALL ACADEMY,2324,PROJECT,-2176.0
DA1000,PURCHASE,DINGWALL ACADEMY,2324,EQUIPMENT,159.98
DA4550,SUPPLIES,DINGWALL ACADEMY,2324,CLASSROOM,8461.69
DA4551,& CRAFT SUPPLIES,DINGWALL ACADEMY,2324,ART,165.96
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,2324,BOOKS,110.05
DA4016,E SUPPLIES,DINGWALL ACADEMY,2324,P,1036.0
DA4550,SUPPLIES,DINGWALL ACADEMY,2324,CLASSROOM,173.48
DA4553,SUPPLIES,DINGWALL ACADEMY,2324,PE,716.5
DA4556,ECONOMICS SUPPLIES,DINGWALL ACADEMY,2324,HOME,2055.69
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,2324,BOOKS,1138.44
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,2324,BOOKS,1965.15
DA4550,SUPPLIES,DINGWALL ACADEMY,2324,CLASSROOM,492.94
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,2324,BOOKS,1567.38
DA4550,SUPPLIES,DINGWALL ACADEMY,2324,CLASSROOM,1116.78
DA4551,& CRAFT SUPPLIES,DINGWALL ACADEMY,2324,ART,8862.1
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,2324,BOOKS,1027.34
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,2324,BOOKS,2161.86
DA4550,SUPPLIES,DINGWALL ACADEMY,2324,CLASSROOM,122.98
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,2324,BOOKS,4112.03
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,2324,BOOKS,6303.57
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,2324,BOOKS,1037.26
DA1550,EQUIPMENT,DINGWALL ACADEMY,2324,SCIENCE,1763.67
DA4550,SUPPLIES,DINGWALL ACADEMY,2324,CLASSROOM,1420.06
DA4555,SUPPLIES,DINGWALL ACADEMY,2324,SCIENTIFIC,1498.73
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,2324,BOOKS,884.84
AA1001,BASIC PAY,DINGWALL ACADEMY,2324,APT&C,445.0
AA1100,PERMANENT  BASIC PAY,DINGWALL ACADEMY,2324,TEACHERS,50227.46
AA1101,COVER BASIC PAY,DINGWALL ACADEMY,2324,SUPPLY,-278.0
AA1103,STAFF EDUCATION BASIC PAY,DINGWALL ACADEMY,2324,AUX,10324.59
AB1000,NONTEACHERS,DINGWALL ACADEMY,2324,NI,195.41
AB1100,PERMANENT TEACHERS,DINGWALL ACADEMY,2324,NI,5137.87
AB1101,SUPPLY COVER,DINGWALL ACADEMY,2324,NI,-23.0
AC1000,NON TEACHERS,DINGWALL ACADEMY,2324,SUPERANN,2006.42
AC1100,PERMANENT TEACHERS,DINGWALL ACADEMY,2324,SUPERANN,11553.81
AC1101,SUPPLY COVER,DINGWALL ACADEMY,2324,SUPERANN,-64.0
AP3000,ESTATE PROJECT LABOUR,DINGWALL ACADEMY,2324,SCHOOL,12311.0
AS1000,LEVY COST,DINGWALL ACADEMY,2324,APPRENTICESHIP,537.52
CF1004,MILEAGE  NON TAXABLE,DINGWALL ACADEMY,2324,TRAVEL,329.22
DA1000,PURCHASE,DINGWALL ACADEMY,2324,EQUIPMENT,1899.0
KA3000,GRANTS SPECIFIC GRANTS,DINGWALL ACADEMY,2324,GOVT,-94602.3
AA1100,PERMANENT  BASIC PAY,DINGWALL ACADEMY,1516,TEACHERS,90529.31
AB1100,PERMANENT TEACHERS,DINGWALL ACADEMY,1516,NI,7070.82
AC1100,PERMANENT TEACHERS,DINGWALL ACADEMY,1516,SUPERANN,15201.74
AA1001,BASIC PAY,DINGWALL ACADEMY,1516,APT&C,110268.58
AA1100,PERMANENT  BASIC PAY,DINGWALL ACADEMY,1516,TEACHERS,2890871.37
AA1101,COVER BASIC PAY,DINGWALL ACADEMY,1516,SUPPLY,36541.18
AA1103,STAFF EDUCATION BASIC PAY,DINGWALL ACADEMY,1516,AUX,6821.53
AA1110,TECH'N BASIC PAY,DINGWALL ACADEMY,1516,LABORATORY,74583.72
AA1500,GENERAL,DINGWALL ACADEMY,1516,OVERTIME,298.92
AB1000,NONTEACHERS,DINGWALL ACADEMY,1516,NI,9312.89
AB1100,PERMANENT TEACHERS,DINGWALL ACADEMY,1516,NI,240101.72
AB1101,SUPPLY COVER,DINGWALL ACADEMY,1516,NI,3379.48
AC1000,NON TEACHERS,DINGWALL ACADEMY,1516,SUPERANN,35017.43
AC1100,PERMANENT TEACHERS,DINGWALL ACADEMY,1516,SUPERANN,457727.54
AC1101,SUPPLY COVER,DINGWALL ACADEMY,1516,SUPERANN,5719.93
AH1000,COURSES,DINGWALL ACADEMY,1516,TRAINING,640.0
AH1010,DEVELOPMENT,DINGWALL ACADEMY,1516,STAFF,417.5
BA3000,CLIENT EXTERNAL PARTIES,DINGWALL ACADEMY,1516,MAINT,323.51
BH1000,COLLECTION FEES,DINGWALL ACADEMY,1516,REFUSE,309.0
CA1000,,DINGWALL ACADEMY,1516,DERV,1713.12
CA1001,,DINGWALL ACADEMY,1516,PETROL,52.38
CA2001,VEHICLES,DINGWALL ACADEMY,1516,MAINTENANCE,258.18
CA9000,TRANSPORT COSTS,DINGWALL ACADEMY,1516,MISCELLANEOUS,44.91
CB1006,HIRE CONT CHG FROM FLEET,DINGWALL ACADEMY,1516,INT,7453.8
CB1007,MAINT O/CHG FROM FLEET,DINGWALL ACADEMY,1516,VEHICLE,143.64
CC1000,TRAVEL,DINGWALL ACADEMY,1516,EDUCATIONAL,3389.2
CC2020,,DINGWALL ACADEMY,1516,CARRIAGE/FREIGHT,105.88
CD1000,,DINGWALL ACADEMY,1516,FARES,212.4
CF1003,MILEAGE  TAXABLE,DINGWALL ACADEMY,1516,TRAVEL,176.1
CF1004,MILEAGE  NON TAXABLE,DINGWALL ACADEMY,1516,TRAVEL,1728.6
DA1000,PURCHASE,DINGWALL ACADEMY,1516,EQUIPMENT,10378.67
DA4000,,DINGWALL ACADEMY,1516,MATERIALS,45.46
DA4010,SUPPLIES,DINGWALL ACADEMY,1516,GARDEN/HORTICULTURAL,34.5
DA4014,SUPPLIES,DINGWALL ACADEMY,1516,MEDICAL,208.14
DA4550,SUPPLIES,DINGWALL ACADEMY,1516,CLASSROOM,4819.63
DA4551,& CRAFT SUPPLIES,DINGWALL ACADEMY,1516,ART,3737.43
DA4552,SUPPLIES,DINGWALL ACADEMY,1516,WOOD/METALWORK,2523.49
DA4554,SUPPLIES,DINGWALL ACADEMY,1516,MUSICAL,1466.55
DA4555,SUPPLIES,DINGWALL ACADEMY,1516,SCIENTIFIC,158.27
DB2000,,DINGWALL ACADEMY,1516,GROCERIES,4251.94
DB2010,,DINGWALL ACADEMY,1516,FOOD,3485.97
DB3000,MEETINGS/TRAINING,DINGWALL ACADEMY,1516,CATERING,875.5
DB3010,& HOSPITALITY,DINGWALL ACADEMY,1516,MEALS,2611.8
DD1000,,DINGWALL ACADEMY,1516,PRINTING,305.52
DD2000,,DINGWALL ACADEMY,1516,STATIONERY,4700.97
DD3001,NO OF COPIES CHG,DINGWALL ACADEMY,1516,PHOTOCOPY,-3281.79
DD3003,COSTS  MONO,DINGWALL ACADEMY,1516,MPS,8628.72
DD3004,COSTS  COLOUR,DINGWALL ACADEMY,1516,MPS,11080.46
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,1516,BOOKS,12532.37
DE2035,OF ENTERTAINERS,DINGWALL ACADEMY,1516,PAYMENT,98.5
DF4000,SERVICES  EXTERNAL,DINGWALL ACADEMY,1516,COMPUTER,26.79
DF4001,CHARGES CORE SUPPLIER,DINGWALL ACADEMY,1516,ICT,12.04
DF9000,TELEPHONES RENTAL,DINGWALL ACADEMY,1516,LANDLINE,980.34
DG1000,,DINGWALL ACADEMY,1516,ACCOMMODATION,84.0
DG4000,,DINGWALL ACADEMY,1516,SUBSISTENCE,195.46
DH3100,TO ORGANISATIONS,DINGWALL ACADEMY,1516,SUBSCRIPTIONS,2001.32
DK9500,SUPPLIES,DINGWALL ACADEMY,1516,MISCELLANEOUS,1377.03
EE1200,QUALIFICATIONS AUTHORITY,DINGWALL ACADEMY,1516,SCOTT,86969.5
FA3000,FUNDS FOR SCHOOLS,DINGWALL ACADEMY,1516,PROJECT,-3641.0
KC1936,FEES/CHARGES,DINGWALL ACADEMY,1516,OTHER,-4116.0
KC3002,OF VEHICLES INCOME,DINGWALL ACADEMY,1516,HIRE,-2559.89
KC9500,MISC INCOME,DINGWALL ACADEMY,1516,OTHER,-1790.0
XH1050,ACCOUNT BALANCE,DINGWALL ACADEMY,1516,REVENUE,-101447.03
AH1010,DEVELOPMENT,DINGWALL ACADEMY,1516,STAFF,3448.29
FA3000,FUNDS FOR SCHOOLS,DINGWALL ACADEMY,1516,PROJECT,-18475.25
CC1000,TRAVEL,DINGWALL ACADEMY,1516,EDUCATIONAL,141.76
DA1000,PURCHASE,DINGWALL ACADEMY,1516,EQUIPMENT,734.1
DA4550,SUPPLIES,DINGWALL ACADEMY,1516,CLASSROOM,7.99
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,1516,BOOKS,59.61
KA3000,GRANTS SPECIFIC GRANTS,DINGWALL ACADEMY,1516,GOVT,-943.46
AH1010,DEVELOPMENT,DINGWALL ACADEMY,1516,STAFF,1848.8
CC1000,TRAVEL,DINGWALL ACADEMY,1516,EDUCATIONAL,-310.0
DA1000,PURCHASE,DINGWALL ACADEMY,1516,EQUIPMENT,1783.73
DA2040,REPAIRS,DINGWALL ACADEMY,1516,EQUIPMENT,308.8
DA4550,SUPPLIES,DINGWALL ACADEMY,1516,CLASSROOM,303.01
DA4551,& CRAFT SUPPLIES,DINGWALL ACADEMY,1516,ART,537.21
DD3001,NO OF COPIES CHG,DINGWALL ACADEMY,1516,PHOTOCOPY,280.74
DD4001,TEXT BOOKS/STATIONERY,DINGWALL ACADEMY,1516,BOOKS,82.77
